SigMean,SigMedian,SigRMS,SigVar,SigPeak,SigPeak2Peak,SigSkewness,SigKurtosis,SigCrestFactor,SigMAD,SigRangeCumSum,SigCorrDimension,SigApproxEntropy,SigLyapExponent,PeakFreq,HighFreqPower,EnvPower,PeakSpecKurtosis,No Sensor Drift,Sensor Drift,No Shaft Wear,Shaft Wear,GearToothCondition
-0.487638968,-0.49782099,1.106591288,0.986785272,1.315716103,3.631429632,-0.011382537,2.266820699,2.092654763,0.808262686,15100.95892,1.087307293,0.037232434,6.009037554,1.932026725,2.17E-07,9.75E-08,226.1216379,0,1,1,0,1
-0.159704041,-0.167653359,1.009085891,0.992781922,1.646980161,3.631431585,-0.006692373,2.259931779,1.966583262,0.810419503,5619.834533,1.150094211,0.036394396,119.2355747,1.893632368,5.88E-07,9.57E-08,230.3869013,0,1,0,1,1
-0.135134001,-0.152955107,1.008772778,0.9993945,1.646971545,3.631423458,-0.026712345,2.249686453,1.967194155,0.814098903,5694.344467,1.138504481,0.038073138,52.91730147,1.983409856,1.16E-08,8.97E-08,230.389399,0,1,0,1,0
0.407048446,0.387768226,1.076474396,0.993141648,2.195076209,3.631425713,-0.013542027,2.259759196,2.039134621,0.810841978,12271.784,1.148629335,0.038498741,104.9455627,2.00074444,3.42E-12,8.30E-08,226.1214567,0,1,0,1,0
0.406936444,0.388062326,1.072682816,0.985083868,2.195081536,3.631432198,-0.018812549,2.269675967,2.046347256,0.807152616,12626.27449,1.104733075,0.035815794,48.43224644,1.862843816,6.87E-07,1.06E-07,230.3933779,0,1,0,1,1
0.410956913,0.395769296,1.077507793,0.992170395,2.195080859,3.631424288,-0.027907576,2.256853561,2.037183279,0.811512764,12790.5088,1.126795029,0.035374886,43.67998343,1.847776417,8.80E-07,1.08E-07,230.3908598,0,1,0,1,1
0.412633493,0.394175573,1.082493712,1.001559468,2.195081419,3.631430076,-0.025554814,2.244767165,2.027800619,0.815497344,12435.29768,1.149234864,0.037852958,131.6913695,1.978849516,1.98E-08,8.93E-08,226.1246427,0,1,0,1,1
0.411669684,0.396652592,1.077400837,0.991353519,2.195077586,3.631428254,-0.028684752,2.258981844,2.037382477,0.811028456,12800.75646,1.117802724,0.035368315,86.67029818,1.845808813,8.97E-07,1.01E-07,230.3933963,0,1,0,1,1
0.38839726,0.380447941,1.069392999,0.992781922,2.195081462,3.631431585,-0.006692373,2.259931779,2.052642447,0.810419503,12327.96794,1.150094211,0.036394396,119.2094851,1.893632368,5.88E-07,9.57E-08,230.3869013,0,1,0,1,1
0.4129673,0.395146193,1.081620687,0.9993945,2.195072846,3.631423458,-0.026712345,2.249686453,2.029429422,0.814098903,12437.49511,1.138504481,0.038073138,52.9084465,1.983409856,1.16E-08,8.97E-08,230.389399,0,1,0,1,0
-0.475373294,-0.48957804,1.103177874,0.991054543,1.31571023,3.631419193,-0.023777093,2.25979921,2.099125643,0.810167974,14936.0742,1.136212486,0.037835147,72.66863142,1.966345096,5.07E-08,9.16E-08,226.1211588,0,1,1,0,1
-0.473006414,-0.492429058,1.103159505,0.993258753,1.315712372,3.631428465,-0.012568517,2.258922495,2.099167058,0.81095219,14800.31427,1.127667072,0.038481137,44.44687412,1.999605408,3.17E-12,8.33E-08,230.3909991,0,1,1,0,0
0.051238883,0.027803761,0.993208168,0.983869722,1.815714733,3.631427257,-0.041524638,2.26663989,1.828131092,0.808100451,2379.776633,1.14289442,0.031580755,85.52966113,1.655259806,6.75E-06,3.23E-07,162.1284498,1,0,1,0,1
0.023618946,0.004443099,0.997552819,0.994586797,1.815711044,3.631427095,-0.016302293,2.249104361,1.820170336,0.812840802,2176.742775,1.150298469,0.032101327,139.8125029,1.691115311,5.00E-06,2.44E-07,162.1246409,1,0,1,0,1
0.012730407,0.002666375,0.996344765,0.992573768,1.815715953,3.631428299,-0.015528429,2.254165533,1.82237717,0.811635338,2005.419685,1.132771481,0.032866522,58.28170918,1.726853167,3.62E-06,2.28E-07,230.3865919,1,0,1,0,1
0.027523036,0.009789855,1.000694455,1.000665105,1.815715901,3.631430727,-0.026425334,2.242953999,1.814455843,0.816191712,1841.94265,1.142463099,0.033410364,122.8165902,1.762382788,2.55E-06,1.69E-07,230.3934436,1,0,1,0,1
0.046433009,0.027387115,1.001916448,1.00171377,1.815709308,3.631420345,-0.042948503,2.244575215,1.812237977,0.816313439,1744.048934,1.093903165,0.034098806,11.26743857,1.796492317,1.73E-06,1.63E-07,230.3894846,1,0,1,0,1
0.046183064,0.025757774,0.991519451,0.981010523,1.815715611,3.631428114,-0.036319149,2.275158793,1.831245578,0.806059815,1606.038418,1.14359973,0.035235077,117.3708023,1.830985993,1.11E-06,1.39E-07,230.3872974,1,0,1,0,1
0.026646857,0.007072395,0.9922233,0.983829662,1.815713016,3.631425293,-0.017188926,2.271941049,1.829943942,0.806441997,1460.433982,1.146899621,0.035865292,122.440816,1.864859377,6.60E-07,1.11E-07,162.1278674,1,0,1,0,1
-0.987269593,-0.997333625,1.402584071,0.992573768,0.815715953,3.631428299,-0.015528429,2.254165533,2.007517698,0.811635338,29746.79761,1.132771481,0.032866522,55.02874833,0,3.62E-06,2.28E-07,230.3865919,0,1,1,0,1
0.010189137,0.001376201,0.995625369,0.991198938,1.815711309,3.631424204,-0.011147286,2.261195548,1.823690871,0.80996482,1335.236555,1.145939393,0.036468287,107.4013084,1.898898467,5.24E-07,9.25E-08,230.3901026,1,0,1,0,1
0.012361032,0.00217901,0.99343108,0.986785272,1.815716103,3.631429632,-0.011382537,2.266820699,1.827722264,0.808262686,1228.152655,1.087307293,0.037232434,6.009037554,1.932026725,2.17E-07,9.75E-08,226.1216379,1,0,1,0,1
0.024626706,0.01042196,0.995805266,0.991054543,1.81571023,3.631419193,-0.023777093,2.25979921,1.823358736,0.810167974,1118.43594,1.136212486,0.037835147,72.74618486,1.966345096,5.06E-08,9.16E-08,226.1211588,1,0,1,0,1
0.026993586,0.007570942,0.996972658,0.993258753,1.815712372,3.631428465,-0.012568517,2.258922495,1.821229579,0.81095219,1083.829116,1.127667072,0.038481137,44.44687412,9.998027041,1.54E-12,8.33E-08,230.3909991,1,0,1,0,0
0.551238883,0.527803761,1.134769293,0.983869722,2.315714733,3.631427257,-0.041524638,2.26663989,2.040692102,0.808100451,17019.78151,1.14289442,0.031580755,81.82616116,1.655259806,6.75E-06,3.23E-07,162.1284498,0,1,1,0,1
0.523618946,0.504443099,1.126379409,0.994586797,2.315711044,3.631427095,-0.016302293,2.249104361,2.055889006,0.812840802,16508.3373,1.150298469,0.032101327,136.8948233,1.691115311,5.00E-06,2.44E-07,162.1246409,0,1,1,0,1
0.512730407,0.502666375,1.120461198,0.992573768,2.315715953,3.631428299,-0.015528429,2.254165533,2.066752473,0.811635338,16047.87545,1.132771481,0.032866522,56.57285379,1.726853167,3.62E-06,2.28E-07,230.3865919,0,1,1,0,1
0.527523036,0.509789855,1.130890104,1.000665105,2.315715901,3.631430727,-0.026425334,2.242953999,2.047693133,0.816191712,16179.85958,1.142463099,0.033410364,122.1436096,1.762382788,2.55E-06,1.69E-07,230.3934436,0,1,1,0,1
0.546433009,0.527387115,1.140293637,1.00171377,2.315709308,3.631420345,-0.042948503,2.244575215,2.030800869,0.816313439,16686.97813,1.093903165,0.034098806,11.26743857,1.796492317,1.73E-06,1.63E-07,230.3894846,0,1,1,0,1
0.546183064,0.525757774,1.131058746,0.981010523,2.315715611,3.631428114,-0.036319149,2.275158793,2.047387564,0.806059815,16561.81466,1.14359973,0.035235077,116.4810236,1.830985993,1.11E-06,1.39E-07,230.3872974,0,1,1,0,1
-0.972476964,-0.990210145,1.395114088,1.000665105,0.815715901,3.631430727,-0.026425334,2.242953999,2.018268506,0.816191712,29418.1643,1.142463099,0.033410364,113.9248002,0,2.55E-06,1.69E-07,230.3934436,0,1,1,0,1
0.526646857,0.507072395,1.123011101,0.983829662,2.315713016,3.631425293,-0.017188926,2.271941049,2.062057101,0.806441997,16155.08052,1.146899621,0.035865292,121.591518,1.864859377,6.60E-07,1.11E-07,162.1278674,0,1,1,0,1
0.510189137,0.501376201,1.118686288,0.991198938,2.315711309,3.631424204,-0.011147286,2.261195548,2.070027436,0.80996482,15768.77156,1.145939393,0.036468287,105.1462433,1.898898467,5.24E-07,9.25E-08,230.3901026,0,1,1,0,1
0.512361032,0.50217901,1.117705839,0.986785272,2.315716103,3.631429632,-0.011382537,2.266820699,2.071847549,0.808262686,15434.27364,1.087307293,0.037232434,6.009037554,1.932026725,2.17E-07,9.75E-08,226.1216379,0,1,1,0,1
0.524626706,0.51042196,1.125279891,0.991054543,2.31571023,3.631419193,-0.023777093,2.25979921,2.057897105,0.810167974,15806.95905,1.136212486,0.037835147,71.24480906,1.966345096,5.05E-08,9.16E-08,226.1211588,0,1,1,0,1
0.526993586,0.507570942,1.127363325,0.993258753,2.315712372,3.631428465,-0.012568517,2.258922495,2.05409589,0.81095219,15896.09378,1.127667072,0.038481137,43.42423693,1.999605408,3.14E-12,8.33E-08,230.3909991,0,1,1,0,0
1.051238883,1.027803761,1.445316654,0.983869722,2.815714733,3.631427257,-0.041524638,2.26663989,1.948164594,0.808100451,31716.55981,1.14289442,0.031580755,79.10952418,0,6.75E-06,3.23E-07,162.1284498,0,1,1,0,1
